Air District Name,Regulation,Rules,RuleType,Stringency,OriginalAdoptionDate,CurrentActionType,CurrentActionDate,Effective Date,SourceType,Applicability,Pollutants,Regulatory Text,Regulatory Text Underline Strikeout,Staff Report,Board Package
Eastern Kern APCD,5: Procedure Before The Hearing Board,515: Continuances,General,n/a,4/18/1972 0:00:00,Amend,11/9/1995 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID1457.pdf,,,
Eastern Kern APCD,5: Procedure Before The Hearing Board,516: Decision,General,n/a,4/18/1972 0:00:00,Amend,11/9/1995 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID1458.pdf,,,
Eastern Kern APCD,5: Procedure Before The Hearing Board,517: Effective Date Of Decision,General,n/a,4/18/1972 0:00:00,Amend,11/9/1995 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID1459.pdf,,,
Eastern Kern APCD,5: Procedure Before The Hearing Board,518: Lack Of Permit,General,n/a,4/18/1972 0:00:00,Amend,11/9/1995 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID1460.pdf,,,
Eastern Kern APCD,5: Procedure Before The Hearing Board,519: Emergency Variance,General,n/a,4/18/1972 0:00:00,Amend,11/9/1995 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID1461.pdf,,,
El Dorado County AQMD,1: Title And Definitions,101: General Provisions And Definitions,General,n/a,2/15/2000 0:00:00,Amend,6/20/2017 0:00:00,6/20/2017,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID787.pdf,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID787sr.pdf,
El Dorado County AQMD,2: Prohibitions,201: District-Wide Coverage,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID788.html,,,
El Dorado County AQMD,2: Prohibitions,202: Visible Emissions,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,Visible Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID789.html,,,
El Dorado County AQMD,2: Prohibitions,203: Exceptions,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,Visible Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID790.html,,,
El Dorado County AQMD,2: Prohibitions,204: Wet Plumes,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,Visible Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID791.html,,,
El Dorado County AQMD,2: Prohibitions,205: Nuisance,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,All Pollutants,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID792.html,,,
El Dorado County AQMD,2: Prohibitions,206: Incinerator Burning,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID793.html,,,
El Dorado County AQMD,2: Prohibitions,207: Particulate Matter,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID794.html,,,
El Dorado County AQMD,2: Prohibitions,208: Orchard Or Citrus Heaters,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID795.html,,,
El Dorado County AQMD,2: Prohibitions,209: Fossil Fuel-Steam Generator Facility,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,"NOX, PM, SOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID796.html,,,
El Dorado County AQMD,2: Prohibitions,210: Specific Contaminants,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,"All Emissions, PM, SOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID797.html,,,
El Dorado County AQMD,2: Prohibitions,211: Process Weight Per Hour,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID798.html,,,
El Dorado County AQMD,2: Prohibitions,212: Process Weight Table,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,All Pollutants,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID799.pdf,,,
El Dorado County AQMD,2: Prohibitions,215: Architectural Coatings,General,n/a,11/11/1900 0:00:00,Amend,8/25/2020 0:00:00,8/25/2020,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4670.pdf,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4670ulso.pdf,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4670sr.pdf,
El Dorado County AQMD,2: Prohibitions,216: Organic Compounds,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,Organic Compounds,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID801.html,,,
El Dorado County AQMD,2: Prohibitions,217: Acid Fumes,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,Acidic Gases,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID802.html,,,
El Dorado County AQMD,2: Prohibitions,218: Perchloroethylene Dry Cleaning Operations,ATCM,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,"All Emissions, Perchloroethylene",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID803.html,,,
El Dorado County AQMD,2: Prohibitions,219: Emission Control Requirements,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,"Organic Compounds, Perchloroethylene",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID804.html,,,
El Dorado County AQMD,2: Prohibitions,220: Exemptions To Rule 218 And Rule 219,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID805.html,,,
El Dorado County AQMD,2: Prohibitions,221: Reduction Of Animal Matter,Prohibitory,Unknown,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID806.html,,,
El Dorado County AQMD,2: Prohibitions,222: Abrasive Blasting,Prohibitory,Unknown,1/1/1976 0:00:00,Amend,5/16/1990 0:00:00,11/11/1900,Point,All,Visible Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID807.html,,,
El Dorado County AQMD,2: Prohibitions,223: Fugitive Dust,Prohibitory,Unknown,9/1/1982 0:00:00,Amend,7/19/2005 0:00:00,11/11/1900,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID808.pdf,,,
El Dorado County AQMD,2: Prohibitions,"223.1: Fugitive Dust - Construction, Bulk Material Handling, Blasting, Other Earthmoving Activities And Carryout And Trackout Prevention",Prohibitory,Unknown,7/19/2005 0:00:00,Amend,10/18/2005 0:00:00,11/11/1900,Point,All,"Asbestos, PM",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID809.pdf,,,
El Dorado County AQMD,2: Prohibitions,223.2: Fugitive Dust - Asbestos Hazard Mitigation,ATCM,Unknown,7/19/2005 0:00:00,Amend,10/18/2005 0:00:00,11/11/1900,General,All,"Asbestos, Visible Emissions",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID810.pdf,,,
El Dorado County AQMD,2: Prohibitions,224: Cutback And Emulsified Asphalt Paving Materials,Prohibitory,Unknown,9/16/1991 0:00:00,Amend,6/6/1994 0:00:00,11/11/1900,General,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID811.html,,,
El Dorado County AQMD,2: Prohibitions,225: Solvent Cleaning And Degreasing Operations,Prohibitory,Unknown,9/27/1994 0:00:00,Adopt,9/27/1994 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID812.html,,,
El Dorado County AQMD,2: Prohibitions,226: Enforcement,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID813.html,,,
El Dorado County AQMD,2: Prohibitions,227: Existing Sources,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID814.html,,,
El Dorado County AQMD,2: Prohibitions,228: Compliance Tests,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID815.html,,,
El Dorado County AQMD,2: Prohibitions,"229: Industrial, Institutional, And Commercial Boilers, Steam Generators, And Process Heaters",Prohibitory,Unknown,11/11/1900 0:00:00,Amend,1/23/2001 0:00:00,11/11/1900,Point,All,NOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID816.html,,,
El Dorado County AQMD,2: Prohibitions,230: Automotive Refinishing Operations,Prohibitory,Unknown,9/27/1994 0:00:00,Adopt,9/27/1994 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID817.html,,,
El Dorado County AQMD,2: Prohibitions,231: Graphic Arts Operations,Prohibitory,Unknown,9/27/1994 0:00:00,Adopt,9/27/1994 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID818.html,,,
El Dorado County AQMD,2: Prohibitions,232: Biomass Boilers,Prohibitory,Unknown,10/18/1994 0:00:00,Amend,9/25/2001 0:00:00,11/11/1900,Point,All,"CO, NOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID819.pdf,,,
El Dorado County AQMD,2: Prohibitions,233: Stationary Internal Combustion Engines,Prohibitory,Unknown,10/18/1994 0:00:00,Amend,6/6/2006 0:00:00,11/11/1900,Point,All,"CO, NOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID820.pdf,,,
El Dorado County AQMD,2: Prohibitions,234: VOC RACT Rule - Sierra Pacific Industries,Prohibitory,Unknown,4/25/1995 0:00:00,Adopt,4/25/1995 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID821.html,,,
El Dorado County AQMD,2: Prohibitions,235: Surface Preparation And Cleanup,Prohibitory,Unknown,6/27/1995 0:00:00,Adopt,6/27/1995 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID822.html,,,
El Dorado County AQMD,2: Prohibitions,236: Adhesives,Prohibitory,Unknown,7/25/1995 0:00:00,Adopt,7/25/1995 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID823.html,,,
El Dorado County AQMD,2: Prohibitions,237: Wood Products Coatings,Prohibitory,Unknown,6/27/1995 0:00:00,Adopt,6/27/1995 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID824.html,,,
El Dorado County AQMD,2: Prohibitions,238: Gasoline Transfer And Dispensing,Prohibitory,Unknown,3/27/2001 0:00:00,Adopt,3/27/2001 0:00:00,11/11/1900,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID825.pdf,,,
El Dorado County AQMD,2: Prohibitions,239: Natural Gas-fired Residential Water Heaters,Prohibitory,Unknown,3/24/1998 0:00:00,Adopt,3/24/1998 0:00:00,11/11/1900,Point,All,NOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID826.html,,,
El Dorado County AQMD,2: Prohibitions,240: Polyester Resin Operations,Prohibitory,Unknown,2/15/2000 0:00:00,Adopt,2/15/2000 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID827.html,,,
El Dorado County AQMD,2: Prohibitions,244: Organic Liquid Loading And Transport Vessels,Prohibitory,Unknown,3/27/2001 0:00:00,Amend,9/25/2001 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID828.pdf,,,
El Dorado County AQMD,2: Prohibitions,245: Valves And Flanges,Prohibitory,Unknown,3/27/2001 0:00:00,Adopt,3/27/2001 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID829.html,,,
El Dorado County AQMD,3: Open Burning,300: Open Burning,Prohibitory,Unknown,6/17/1997 0:00:00,Amend,6/3/2008 0:00:00,11/11/1900,General,All,"All Emissions, Toxics",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID830.pdf,,,
El Dorado County AQMD,5: Permit To Operate Regulations,501: General Permit Requirements,General,n/a,4/26/1994 0:00:00,Amend,6/6/2006 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID831.pdf,,,
El Dorado County AQMD,5: Permit To Operate Regulations,502: General Conformity Rule,General,n/a,11/8/1994 0:00:00,Adopt,11/8/1994 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID832.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,503: Transportation Conformity,General,n/a,12/13/1994 0:00:00,Adopt,12/13/1994 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID833.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,509: Authority To Inspect,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID834.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,514: Public Records And Trade Secrets,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID835.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,515: Reinstatement,General,n/a,7/27/1995 0:00:00,Adopt,7/27/1995 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID836.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,516: Upset Breakdown Conditions,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID837.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,517: Notice To Comply,General,n/a,2/15/2000 0:00:00,Amend,8/25/2009 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID838.pdf,,,
El Dorado County AQMD,5: Permit To Operate Regulations,519: Request For Synthetic Minor Source Status,General,n/a,6/27/1995 0:00:00,Adopt,6/27/1995 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID839.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,520: Enhanced Monitoring And Compliance Certification,General,n/a,6/27/1995 0:00:00,Adopt,6/27/1995 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID840.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,522: Title V-Federal Operating Permit Program,Federal,Unknown,11/2/1993 0:00:00,Amend,7/10/2001 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID841.pdf,,,
El Dorado County AQMD,5: Permit To Operate Regulations,523: New Source Review,NSR,Unknown,4/26/1994 0:00:00,Amend,6/6/2006 0:00:00,11/11/1900,General,All,"CO, Hydrogen Sulfide, Lead, NOX, PM, PM10, ROG/ROC, SOX, Sulfuric Acid, Total Reduced Sulfur, Vinyl Chloride",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID842.pdf,,,
El Dorado County AQMD,5: Permit To Operate Regulations,523.1: Federal Nonattainment New Source Review,NSR,Unknown,3/8/2016 0:00:00,Amend,6/25/2019 0:00:00,11/11/1900,General,All,"Ammonia, Lead, NOX, PM10, PM2.5, SOX, VOC",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4469.pdf,,,
El Dorado County AQMD,5: Permit To Operate Regulations,524: Emission Reduction Credits,General,n/a,4/26/1994 0:00:00,Adopt,4/26/1994 0:00:00,11/11/1900,General,All,"CO, NOX, PM10, ROG/ROC, SOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID844.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,525: Priority Reserve,General,n/a,4/26/1994 0:00:00,Adopt,4/26/1994 0:00:00,11/11/1900,General,All,"CO, NOX, PM10, ROG/ROC, SOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID845.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,526: Toxics New Source Review: Federal Clean Air Act Section 112(g),NSR,Unknown,1/23/2001 0:00:00,Adopt,1/23/2001 0:00:00,11/11/1900,Point,All,HAPs,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID846.html,,,
El Dorado County AQMD,5: Permit To Operate Regulations,527: Federal Major Modifications,NSR,Unknown,6/6/2006 0:00:00,Amend,12/5/2006 0:00:00,11/11/1900,Point,All,"Criteria Pollutants, HAPs, NOX, PM10, VOC",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID847.pdf,,,
El Dorado County AQMD,6: Fees,601: Stationary Source Fees,General,n/a,10/31/2000 0:00:00,Amend,7/1/2009 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID848.pdf,,,
El Dorado County AQMD,6: Fees,606: Hearing Board Fees,General,n/a,6/20/2000 0:00:00,Adopt,6/20/2000 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID849.html,,,
El Dorado County AQMD,6: Fees,"608: Air Toxics ""Hot Spots"" Information And Assessment Act Fees",General,n/a,8/31/1993 0:00:00,Amend,4/25/1995 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID850.html,,,
El Dorado County AQMD,6: Fees,609: Hourly Rate,General,n/a,6/20/2000 0:00:00,Amend,7/1/2009 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID851.pdf,,,
El Dorado County AQMD,6: Fees,610: Land Development Fees,General,n/a,6/20/2000 0:00:00,Amend,7/1/2009 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID852.pdf,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,700: Applicable Articles Of The Health And Safety Code,General,n/a,9/13/1982 0:00:00,Adopt,9/13/1982 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID853.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,701: General,General,n/a,1/19/1977 0:00:00,Adopt,1/19/1977 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID854.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,702: Filing Petitions,General,n/a,9/13/1982 0:00:00,Adopt,9/13/1982 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID855.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,703: Contents Of Petitions,General,n/a,9/13/1982 0:00:00,Adopt,9/13/1982 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID856.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,704: Petitions For Variances,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID857.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,705: Appeal From Denial,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID858.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,706: Failure To Comply With Rules,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID859.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,707: Answers,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID860.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,708: Dismissal Of Petition,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID861.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,709: Place Of Hearing,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID862.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,710: Notice Of Public Hearing,General,n/a,4/13/1981 0:00:00,Adopt,4/13/1981 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID863.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,711: Evidence,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID864.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,712: Preliminary Matters,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID865.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,713: Official Notice,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID866.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,714: Continuances,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID867.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,715: Decision,General,n/a,1/19/1977 0:00:00,Adopt,1/19/1977 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID868.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,716: Effective Date Of Decision,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID869.html,,,
El Dorado County AQMD,7: Procedure Before The Hearing Board,717: Lack Of Permit,General,n/a,10/9/1974 0:00:00,Adopt,10/9/1974 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID870.html,,,
El Dorado County AQMD,8: Air Quality Zoning,801: Establishment Of Air Quality Zones,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID871.html,,,
El Dorado County AQMD,8: Air Quality Zoning,802: Attainment Pollutant Zones,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID872.html,,,
El Dorado County AQMD,8: Air Quality Zoning,803: Attainment Pollutant Zone Redesignations,General,n/a,11/11/1900 0:00:00,Amend,11/11/1900 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID873.html,,,
El Dorado County AQMD,9: Air Toxic Control Measure,920: Definitions,ATCM,Unknown,11/20/1989 0:00:00,Adopt,11/20/1989 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID874.html,,,
El Dorado County AQMD,9: Air Toxic Control Measure,921: Requirements For Decorative Chrome Plating Facilities,ATCM,Unknown,11/20/1989 0:00:00,Adopt,11/20/1989 0:00:00,11/11/1900,Point,All,Chromium,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID875.html,,,
El Dorado County AQMD,9: Air Toxic Control Measure,922: Requirements For Hard Chrome Plating And Chromic Acid Anodizing Facilities,ATCM,Unknown,11/20/1989 0:00:00,Adopt,11/20/1989 0:00:00,11/11/1900,Point,All,Chromium,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID876.html,,,
El Dorado County AQMD,9: Air Toxic Control Measure,923: Compliance Schedule - Decorative Chrome Plating Facilities,ATCM,Unknown,11/20/1989 0:00:00,Adopt,11/20/1989 0:00:00,11/11/1900,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID877.html,,,
